COUNTRY,Country,Countrycode,Year,Total international arrivals,Total tourism employment (direct) as % of total employment,Pollution,GDP per capita,Total international expenditure,Goverment Effectiveness,Total Domestic Trip,Percent of total protected land,Exchange rate,Trade%GDP,Rule of Law,Women Buisness and Law index,Hospital bed,Regulatory quality
RUS,Russia,37,2019,24418749,,,11536.25098,40610.5,0.150180608,,11.44630451,64.737658,49.22875366,-0.723612428,73.125,,-0.431600213
ZAF,South Africa,38,2008,9592000,4.3,,6251.894833,6905.38,,242200000,7.387298619,8.261223,65.9745238,,78.75,2.39,
ZAF,South Africa,38,2009,9532000,4.2,,6444.167068,6420.83,,244900000,7.412890979,8.473674,49.58753533,,78.75,,
ZAF,South Africa,38,2010,11304000,4.4,,8059.587017,8138.55,,257400700,7.434462942,7.321222,50.40608716,,78.75,2.3,
ZAF,South Africa,38,2011,12097000,4.4,,8737.079774,8397.41,,300800000,7.446318335,7.261132,54.63635044,,78.75,,
ZAF,South Africa,38,2012,13069000,4.5,,8173.869138,7144.71,0.345521539,350200000,7.497738251,8.209969,55.58261719,0.110426664,81.875,,0.381753206
ZAF,South Africa,38,2013,14318000,4.4,,7441.230854,6490.32,0.438224852,278700000,7.540654331,9.655056,58.87502763,0.158077776,81.875,,0.41997546
ZAF,South Africa,38,2014,14529000,4.5,,6965.137897,6313.212,0.340795279,273884000,7.764304509,10.852656,59.49957406,0.182703584,88.125,,0.287685692
ZAF,South Africa,38,2015,13952000,4,,6204.929901,5734.731,0.291525155,248903000,7.828197209,12.758931,56.72667614,0.088137113,88.125,,0.279378563
ZAF,South Africa,38,2016,15121000,4,,5735.066787,5354.391,0.30616653,149486000,8.110970001,14.709611,55.8612575,0.116158336,88.125,,0.21184352
ZAF,South Africa,38,2017,14976000,3.6,,6734.475153,6067.963,0.290857315,152200000,8.155650057,13.323801,53.53593183,-0.04251916,88.125,,0.233725116
ZAF,South Africa,38,2018,15004000,3.7,,7048.522211,6347.762,0.332628518,133650000,8.430654002,13.233926,54.62771158,-0.102256127,88.125,,0.129722193
ZAF,South Africa,38,2019,14797000,4.7,,6688.787271,5866.453,0.367656112,264980185,8.488402185,14.448427,54.05476639,-0.076162301,88.125,,0.156192899
ZAF,South Africa,38,2020,3886000,,,5741.643129,1594.026,0.299396396,125076661,8.64374972,16.459105,50.80098153,-0.115416586,88.125,,0.203908667
ZAF,South Africa,38,2021,2664000,,,7055.044776,1669,,83597018.44,8.64374972,14.778678,56.21797968,,,,
SVK,Slovak Republic,39,2008,1766529,4.969,,18753.58494,2570.046,,2316116,34.92788694,0.709069,162.0708566,,81.875,6.59,
SVK,Slovak Republic,39,2009,1298075,5.48,,16597.20846,2334.084,,2083279,34.93981826,0.716958,136.240691,,81.875,6.54,
SVK,Slovak Republic,39,2010,1326639,5.321,21.662,16908.84796,2220.59,,2065722,35.04591516,0.754309,153.4540512,,91.25,6.46,
SVK,Slovak Republic,39,2011,1460361,5.643,22.805,18509.74022,2525.974,,2110732,37.52322272,0.718414,167.9941753,,94.375,6.05,
SVK,Slovak Republic,39,2012,1527500,5.915,20.519,17498.3539,2335.37,0.787865698,2246562,37.57333423,0.778338,176.1664778,0.490958482,94.375,5.91,1.046937823
SVK,Slovak Republic,39,2013,1669948,6.72,19.813,18276.00955,2524.8,0.730013072,2378557,37.57333423,0.752945,181.3506831,0.46858421,94.375,5.8,0.934125245
SVK,Slovak Republic,39,2014,1475017,6.94,19.487,18719.98814,2584,0.797525346,2252693,37.57333423,0.752728,178.0334967,0.485531986,94.375,5.79,0.889779747
SVK,Slovak Republic,39,2015,1721193,6.88,19.284,16390.88217,2267.2,0.768340111,2609056,37.57333423,0.901296,180.188032,0.492606848,94.375,5.75,0.788661957
SVK,Slovak Republic,39,2016,2027009,6.9,18.03,16563.4405,2419.3,0.830218911,2996620,37.59462703,0.903421,184.0334455,0.625269055,94.375,5.78,0.889051914
SVK,Slovak Republic,39,2017,2162384,6.97,18.41,17585.197,2593.8,0.70370692,3213091,37.59517771,0.885206,188.0591134,0.542975068,94.375,5.82,0.826119244
SVK,Slovak Republic,39,2018,2256027,6.97,18.659,19486.39368,2837.8,0.617310703,3340380,37.59517771,0.846773,189.8040297,0.502118826,94.375,5.7,0.808280587
SVK,Slovak Republic,39,2019,2475094,7.55,18.526,19383.48104,2799.8,0.585226417,3957840,37.59517771,0.893276,183.4783674,0.528444886,94.375,,1.006870985
SVK,Slovak Republic,39,2020,854011,,,19545.74282,1338,0.544079423,2355996,37.59517771,0.875506,168.5135185,0.67851913,85,,0.78447789
SVK,Slovak Republic,39,2021,575687,,,21391.92533,1552.82,,2148900,37.59517771,0.845494,187.8274785,,,,
SRB,Serbia,40,2008,646494,,,7101.040141,1448.21,,1619672,,55.72925,78.67948804,,90.625,5.34,
SRB,Serbia,40,2009,645022,,,6169.114195,1105.117,,1373444,,67.604933,66.0218198,,93.75,5.35,
SRB,Serbia,40,2010,682681,,,5735.422857,1102.353,,1317916,,77.722842,76.73116805,,96.875,5.4,
SRB,Serbia,40,2011,764167,,,6809.159804,1263.55,,1304443,,73.355433,78.80903918,,96.875,5.43,
SRB,Serbia,40,2012,809967,,,6015.945228,1187.555,-0.101980895,1269676,,87.958808,85.4708271,-0.356285602,96.875,5.44,-0.063378148
SRB,Serbia,40,2013,921768,,,6755.073675,1289.398,-0.086901478,1270667,,85.158842,87.92027138,-0.326166719,96.875,5.5,-0.061157309
SRB,Serbia,40,2014,1028732,,,6600.056809,1359.859,0.089274086,1163536,,88.405308,92.23141853,-0.149773985,96.875,5.52,0.141216069
SRB,Serbia,40,2015,1132221,3.653,,5588.980728,1253.644,0.110845268,1304944,,108.811425,97.39576666,-0.117257588,93.75,5.58,0.155341968
SRB,Serbia,40,2016,1281426,3.81,,5765.200762,1351.098,0.079421036,1472165,,111.27785,101.860025,-0.159360006,93.75,5.59,0.05629956
SRB,Serbia,40,2017,1497173,3.9,,6292.543629,1549.183,0.117754214,1588693,,107.75885,107.5277191,-0.196215823,93.75,5.61,0.009559208
SRB,Serbia,40,2018,1710514,4.12,,7252.401858,1837.317,0.121277623,1720008,,100.175075,109.4948657,-0.184353024,93.75,,0.12922062
SRB,Serbia,40,2019,1846551,4.24,,7417.203649,1999.313,0.048476152,1843432,,105.249558,111.9545975,-0.162167385,93.75,,0.132152274
SRB,Serbia,40,2020,445711,4.31,,7733.802869,1178.363,0.032404829,1374310,,103.163292,104.7190149,-0.184857979,93.75,,0.120263651
SRB,Serbia,40,2021,871239,4.34,,9230.178316,,,1720054,,99.395942,116.7625097,,,,
SAU,Saudi Arabia,41,2015,21834119,,,19977.79469,,0.199655294,54116846,4.760008175,3.75,71.12015408,0.117725581,31.875,2.2,0.025131069
SAU,Saudi Arabia,41,2016,20887060,,,19300.05001,,0.260996133,49875264,4.760008175,3.75,61.86202854,0.337564737,31.875,2.23,0.079331204
SAU,Saudi Arabia,41,2017,18606929,,,20138.14633,,0.258944839,46909950,4.760008175,3.75,64.18500825,0.100902483,31.875,2.24,0.000782094
SAU,Saudi Arabia,41,2018,17569899,,,23318.73817,,0.321486056,46511963,4.760008175,3.75,64.23214225,0.141825408,38.125,,-0.0758674
SAU,Saudi Arabia,41,2019,20292205,,,22430.23823,,0.30617404,53074143,4.760008175,3.75,62.81614644,0.168532342,70.625,,-0.068177871
SAU,Saudi Arabia,41,2020,4881780,,,19539.56581,,0.146086872,48399094,4.760008175,3.75,52.07658885,0.240632579,80,,0.264395386
SAU,Saudi Arabia,41,2021,3869166,,,23185.87079,,,72930114,4.760008175,3.75,59.11648471,,,,
